,campaign_id,start_date,end_date,project_name,num_leads,daily_budget,duration,budget,clicks,impressions_ins,reach_ins,spend,ctr,cpl
61,10763,2024-09-11,2024-09-12,Telal East - PRE,1,1200,3,3600,7,746,710,725.76,0.938337801608579,725.76
62,10764,2024-09-11,2024-09-13,Telal East - PRE,1,1200,3,3600,161,6029,5564,1526.05,2.6704262730137667,1526.05
63,12957,2024-10-20,2024-10-21,The Big business - Roya - New cairo,2,1200,3,3600,55,779,699,667.3499999999999,7.060333761232348,333.67499999999995
64,13051,2024-10-21,2024-10-22,Hyde Park,1,1200,3,3600,98,2703,2286,865.3,3.625601183869774,865.3
65,13842,2024-11-06,2024-11-08,Oak Residences - Roya Developments,2,1200,3,3600,40,1447,1360,1344.94,2.7643400138217,672.47
66,6545,2024-06-03,2024-06-04,Lyv north coast - gates development,2,1200,3,3600,316,12103,11196,866.9000000000001,2.6109229116747916,433.45000000000005
67,6547,2024-06-03,2024-06-07,Belle Vie,8,2200,5,11000,851,23468,21537,4677.84,3.626214419635248,584.73
68,6586,2024-06-05,2024-06-09,Mountain view - mostakbal city,44,2200,7,15400,4870,149173,140663,6510.02,3.2646658577624637,147.955
69,7311,2024-06-10,2024-06-12,Silversands - Ora Developments,13,2200,5,11000,1048,21109,19726,3557.9300000000003,4.964706997015491,273.6869230769231
70,7322,2024-06-11,2024-06-16,New Capital- General,93,2200,7,15400,2754,39588,36018,6011.75,6.956653531373143,64.64247311827957
71,7434,2024-06-23,2024-06-30,WonderMarQ - WaterMarQ,76,2200,9,19800,8417,129312,114614,6262.86,6.509063350655778,82.40605263157894
72,7661,2024-07-01,2024-07-10,Belle Vie,180,2200,25,55000,11052,111831,97783,6971.5199999999995,9.882769536175122,38.730666666666664
73,8731,2024-07-29,2024-07-30,Cali Coast Ras el Hekma,3,2200,3,6600,746,11566,9949,2330.9,6.4499394777797,776.9666666666667
74,8819,2024-07-31,2024-08-14,Hyde Park North - Seashore,56,1200,15,18000,2123,68808,63691,11781.8,3.0853970468550167,210.3892857142857
75,8827,2024-07-31,2024-08-01,Lyv north coast - gates development,1,1200,3,3600,1695,19387,18313,773.7099999999999,8.742972094702637,773.7099999999999
76,8830,2024-07-31,2024-08-04,Zahra  El Morshedy,39,1200,7,8400,3158,35953,32455,2089.27,8.783689817261426,53.57102564102564
77,8878,2024-08-01,2024-08-08,Mabany Edris - Koun North Coast,13,1200,9,10800,1420,21564,19144,6235.28,6.585049156000743,479.63692307692304
78,8908,2024-08-02,2024-08-04,Hacienda West,2,1200,5,6000,1287,23689,22214,2009.29,5.432901346616573,1004.645
79,9041,2024-08-04,2024-08-17,"Hana Medical Complex ""HMC""",62,1200,15,18000,5906,109510,88945,11427.33,5.393114784037987,184.3117741935484
80,9464,2024-08-19,2024-09-01,"Hana Medical Complex ""HMC""",34,1200,15,18000,2407,40017,34158,11228.08,6.014943648949197,330.23764705882354
81,9483,2024-08-19,2024-08-20,LUMIA Residence - Dubai Developments,1,1200,3,3600,121,2281,2121,614.51,5.30469092503288,614.51
82,9491,2024-08-20,2024-08-21,ZED East - Ora Development,1,1200,3,3600,161,3750,3418,703.38,4.293333333333333,703.38
83,9494,2024-08-20,2024-09-01,Mountain View iCity October,22,1200,13,15600,8971,111403,101117,10247.96,8.052745437735071,465.8163636363636
84,9542,2024-08-21,2024-08-22,Mountain view - mostakbal city,4,1200,3,3600,279,5124,4704,1078.82,5.444964871194379,269.705
85,9613,2024-08-22,2024-09-19,cityscape 2023,14,1200,5,6000,485,27631,25153,3546.54,1.7552748724258986,253.3242857142857
86,6784,2024-06-06,2024-06-07,Plage,1,1200,3,3600,18,2675,2461,834.23,0.6728971962616822,834.23
87,6785,2024-06-06,2024-06-08,Plage,2,1200,3,3600,52,4578,4153,1788.64,1.1358671909130624,894.32
88,7304,2024-06-10,2024-06-11,RAS ELHKEMA GENERAL - NC,5,1200,3,3600,366,15390,14071,898.9499999999999,2.378167641325536,179.79
89,7521,2024-06-25,2024-07-10,Ivoire East - PRE,45,1500,22,33000,2718,64973,59407,10444.79,4.1832761300848045,232.10644444444446
90,7570,2024-06-28,2024-07-18,Mountain View ICity New Cairo,40,1200,11,13200,1813,42908,37028,6898.1900000000005,4.225319287778503,172.45475000000002
91,7571,2024-06-28,2024-06-29,Mountain View ICity New Cairo,7,1200,5,6000,360,4726,4390,1054.28,7.61743546339399,150.61142857142858
92,7662,2024-07-15,2024-07-18,Mountain View ICity New Cairo,7,1200,5,6000,1297,19049,17399,2199.05,6.808756365163527,314.15000000000003
93,7966,2024-07-14,2024-07-15,UPoVe community - zayed,2,1200,3,3600,17,1171,1121,829.93,1.4517506404782237,414.965
94,8615,2024-07-24,2024-07-26,Club Hills Residence - ZAYED by HDP,4,1200,5,6000,69,3897,3325,1650.48,1.770592763664357,412.62
95,8616,2024-07-24,2024-07-25,Club Hills Residence - ZAYED by HDP,1,1200,3,3600,20,1461,1333,712.79,1.3689253935660506,712.79
96,8672,2024-07-25,2024-07-26,Shamasi - serac sidi abdelrahman,17,1200,3,3600,1827,10189,9551,411.79,17.93110216900579,24.222941176470588
97,8684,2024-07-28,2024-08-02,Shamasi - serac sidi abdelrahman,78,1200,7,8400,6989,63525,58416,2303.7599999999998,11.001967729240457,29.53538461538461
98,8691,2024-07-27,2024-08-02,Shamasi - serac sidi abdelrahman,85,1200,7,8400,8384,77854,72026,2331.09,10.768875073856192,27.42458823529412
99,8692,2024-07-28,2024-08-02,Hyde Park North - Seashore,9,1500,7,10500,529,15058,13211,3972.55,3.513082746712711,441.39444444444445
100,8762,2024-07-30,2025-01-14,Palm Hills New Cairo,119,1600,21,33600,6450,132312,115995,15880.95,4.874841284237257,133.45336134453783
101,8829,2024-07-31,2024-08-08,Club Hills Residence - ZAYED by HDP,16,1200,9,10800,606,28231,23635,5393.43,2.146576458503064,337.089375
102,8987,2024-08-03,2024-08-04,Hacienda West,3,1200,3,3600,340,5285,4634,544.22,6.433301797540208,181.40666666666667
103,9009,2024-08-03,2024-08-04,Mar Bay - Al Marasem Ras El Hekma,1,1200,3,3600,153,3053,2771,405.75,5.011464133639044,405.75
104,9806,2024-08-27,2024-09-01,NEST – NEW CAIRO - By Nawassy Developments,13,1200,7,8400,1493,36958,32816,3104.81,4.039720764110612,238.83153846153846
105,9807,2024-08-27,2024-09-01,The Butterfly,14,1200,7,8400,2002,52148,49025,3113.9700000000003,3.839073406458541,222.4264285714286
106,11064,2024-09-19,2024-09-25,Ivoire East - PRE,33,1200,9,10800,7553,67752,62951,3976.08,11.148010390837172,120.48727272727272
107,11066,2024-09-19,2024-09-25,Ivoire East - PRE,25,1200,9,10800,3837,43302,39873,4057.73,8.861022585561868,162.3092
108,11392,2024-09-25,2024-09-26,Ahly Sabour Ras hikma,1,1200,3,3600,60,2038,1803,535.43,2.9440628066732093,535.43
109,11854,2024-10-09,2024-10-16,Kings Way,25,1200,11,13200,1506,31649,27773,5031.74,4.758444184650384,201.2696
110,15184,2024-12-18,2024-12-20,Shababeek Residence - Marquee Developments,1,1200,5,6000,230,4679,4385,1457.69,4.915580252190639,1457.69
111,15186,2024-12-18,2024-12-20,Shababeek Residence - Marquee Developments,3,1200,5,6000,144,4576,4020,1549.17,3.146853146853147,516.39
112,6544,2024-06-03,2024-06-05,Mar Bay - Al Marasem Ras El Hekma,1,1200,9,10800,135,8410,7735,997.15,1.6052318668252081,997.15
113,10128,2024-09-06,2024-09-07,Mobco - EastMain new cairo,1,1200,5,6000,96,2821,2332,1545.94,3.403048564338887,1545.94
114,10130,2024-09-02,2024-09-06,Mobco - EastMain new cairo,3,1200,7,8400,184,5785,4827,2273.06,3.1806395851339673,757.6866666666666
115,13541,2024-10-28,2024-10-29,NOI - Urbnlanes - New Cairo Golden Square,1,1200,4,4800,16,1054,977,835.09,1.5180265654648957,835.09
116,13625,2024-10-30,2024-10-30,New zayed / zayed - general,1,1200,4,4800,133,2280,2221,239.76999999999998,5.833333333333333,239.76999999999998
117,13634,2024-10-31,2024-11-14,New zayed / zayed - general,69,1200,14,16800,3622,97704,84549,5146.57,3.7071153688692378,74.58797101449275
118,13635,2024-10-31,2024-11-04,New zayed / zayed - general,22,1200,5,6000,2929,68268,61553,2662.68,4.290443546024491,121.03090909090908
119,14078,2024-11-14,2024-11-15,Zizinia - mostakbal city,1,1200,6,7200,23,731,694,685.89,3.146374829001368,685.89
120,14079,2024-11-14,2024-11-20,Zizinia - mostakbal city,27,1200,7,8400,1853,37162,33150,4031.78,4.9862763037511435,149.3251851851852
121,6601,2024-06-05,2024-06-10,Plage,5,1200,7,8400,297,24614,22549,3776.5099999999998,1.2066303729584789,755.3019999999999
122,6603,2024-06-05,2024-06-10,Plage,6,1200,7,8400,394,32264,29735,3774.96,1.221175303744111,629.16
123,7422,2024-06-22,2024-06-30,ElLatini district - Alamein - City Edge,33,1200,11,13200,2389,54047,45552,5585.3,4.420226839602568,169.25151515151515
124,7423,2024-06-22,2024-06-30,ElLatini district - Alamein - City Edge,31,1200,11,13200,3720,78031,67360,5576.28,4.767336058745883,179.88
125,7793,2024-07-08,2024-07-11,Regents Park,3,1200,5,6000,211,4196,3463,2091.69,5.028598665395615,697.23
126,7794,2024-07-08,2024-07-10,WonderMarQ - WaterMarQ,1,1200,5,6000,111,2706,2458,1119.85,4.1019955654102,1119.85
127,7795,2024-07-09,2024-07-10,WonderMarQ - WaterMarQ,1,1200,5,6000,190,3293,2818,1395.8,5.7698147585788035,1395.8
128,8058,2024-07-16,2024-07-17,Trio Gardens,3,1200,3,3600,165,4046,3828,863.98,4.078101828966881,287.99333333333334
129,8203,2024-07-17,2024-08-29,ElLatini district - Alamein - City Edge,161,1200,46,55200,11969,194480,174224,16971.44,6.1543603455368165,105.41267080745341
130,8206,2024-07-17,2024-07-18,Trio Gardens,2,1200,3,3600,67,2555,2491,890.72,2.6223091976516635,445.36
131,9522,2024-08-20,2024-08-25,The Butterfly,5,1200,7,8400,2330,63836,60293,5437.32,3.6499780688013033,1087.464
132,9746,2024-08-26,2024-08-28,The Butterfly,1,1200,5,6000,273,11052,10448,847.7,2.47014115092291,847.7
133,9747,2024-08-27,2024-08-29,The Butterfly,3,1200,5,6000,255,17014,15576,1932.71,1.4987657223463031,644.2366666666667
134,10220,2024-09-03,2024-09-06,Mar Bay - Al Marasem Ras El Hekma,7,1200,5,6000,300,8464,7294,2775.19,3.544423440453686,396.4557142857143
135,10281,2024-09-04,2024-09-06,Sarai,1,1200,5,6000,230,5204,4575,1851.27,4.41967717140661,1851.27
136,10282,2024-09-04,2024-09-06,Mar Bay - Al Marasem Ras El Hekma,1,1200,5,6000,100,3513,3261,1625.53,2.846569883290635,1625.53
137,11790,2024-10-08,2024-10-11,Ever - new cairo - cred,2,1200,5,6000,118,7291,6676,2041.22,1.6184336853655192,1020.61
138,11793,2024-10-08,2024-10-09,Ever - new cairo - cred,1,1200,3,3600,71,4213,3940,570.21,1.6852599098029906,570.21
139,13195,2024-10-22,2024-10-23,LUMIA Residence - Dubai Developments,2,1200,3,3600,54,1312,1252,751.09,4.115853658536586,375.545
140,13200,2024-10-22,2024-10-25,LUMIA Residence - Dubai Developments,3,1200,5,6000,150,2926,2648,1914.93,5.126452494873548,638.3100000000001
141,13674,2024-11-05,2024-12-19,Tmg - southmed,151,1200,31,37200,11142,297677,271414,20342.27,3.7429831663178543,134.71701986754968
142,14996,2024-12-09,2024-12-16,New Cairo Villas General,12,1200,9,10800,786,14345,13249,4289.56,5.479261066573719,357.46333333333337
143,9394,2024-08-15,2024-08-18,Sarai,2,1200,10,12000,507,7384,6750,1958.82,6.866197183098592,979.41
144,9610,2024-08-22,2024-08-26,DOSE - Akam Ilraghi,4,1200,5,6000,186,6423,5640,3779.24,2.8958430639887904,944.81
145,9745,2024-08-26,2024-08-29,The Butterfly,2,1200,5,6000,150,5108,4640,2431.73,2.936570086139389,1215.865
146,14838,2024-12-03,2024-12-05,Bloomfields ,1,1300,4,5200,57,3325,3060,1911.38,1.7142857142857144,1911.38
147,10865,2024-09-13,2024-09-13,Garden Lakes,1,1750,3,5250,56,1850,1579,853.5,3.027027027027027,853.5
148,7716,2024-07-05,2024-07-07,New Capital- General,3,1200,5,6000,236,3194,2723,1647.27,7.3888541014402005,549.09
149,7860,2024-07-10,2024-09-10,Trio Gardens,76,1200,16,19200,6916,92394,84060,10630.47,7.485334545533259,139.8746052631579
150,7862,2024-07-10,2024-07-11,Ivoire East - PRE,1,1200,3,3600,51,2581,2475,731.1999999999999,1.97597830298334,731.1999999999999
151,7902,2024-07-11,2024-07-12,Ivoire East - PRE,1,1200,4,4800,88,4130,3906,635.7,2.1307506053268765,635.7
152,10540,2024-09-08,2024-09-11,Il Bosco New Capital,3,1200,5,6000,85,5703,5243,2410.09,1.4904436261616694,803.3633333333333
153,13304,2024-10-23,2024-10-25,Trio Gardens,1,1200,5,6000,35,1003,891,874.0500000000001,3.489531405782652,874.0500000000001
154,13860,2024-11-06,2024-11-07,Novara Development - Reve du Nil,1,1200,3,3600,87,2223,2097,938.28,3.913630229419703,938.28
155,13909,2024-11-08,2024-11-08,Novara Development - Reve du Nil,1,1200,3,3600,34,502,471,373.63,6.772908366533864,373.63
156,13911,2024-11-08,2024-11-09,Novara Development - Reve du Nil,3,1200,3,3600,527,6362,5894,1152.1,8.283558629361835,384.0333333333333
157,13914,2024-11-08,2024-11-13,Kings Way,19,1200,7,8400,483,7138,6592,3598.7,6.766601288876436,189.40526315789472
158,13915,2024-11-08,2024-11-12,Kings Way,9,1200,7,8400,680,9277,8674,2509.33,7.329955804678237,278.81444444444446
159,15050,2024-12-11,2024-12-11,New Cairo Villas General,1,1200,3,3600,38,560,557,60.480000000000004,6.785714285714286,60.480000000000004
160,15064,2024-12-12,2024-12-15,New Cairo Villas General,15,1200,5,6000,1090,20009,18453,2605.6800000000003,5.447548603128592,173.71200000000002
161,7743,2024-07-07,2024-07-07,Mountain View ICity New Cairo,1,1200,5,6000,8,459,442,376.72999999999996,1.7429193899782136,376.72999999999996
162,7819,2024-07-09,2024-07-11,Village West ,3,1200,5,6000,399,4498,3604,1191.67,8.8706091596265,397.22333333333336
163,8061,2024-07-16,2024-08-03,Sarai,43,1200,23,27600,8198,96766,85204,7753.62,8.471983961308723,180.31674418604652
164,8293,2024-07-18,2024-08-03,Taj City,30,1600,7,11200,5466,66506,55759,5747.0,8.218807325654828,191.56666666666666
165,12543,2024-10-15,2024-10-16,Park Central - Hassan Allaam - Mostaqbl City,1,1200,3,3600,87,1844,1773,746.65,4.7180043383947945,746.65
166,12545,2024-10-15,2024-10-16,Park Central - Hassan Allaam - Mostaqbl City,1,1200,3,3600,49,1409,1371,680.9,3.47764371894961,680.9
167,12704,2024-10-16,2024-10-19,HAPTown ,5,1200,5,6000,302,5379,5083,2033.72,5.614426473322179,406.744
168,12707,2024-10-16,2024-10-19,HAPTown ,5,1200,5,6000,640,11045,10261,2059.85,5.794477138976912,411.96999999999997
169,12708,2024-10-16,2024-10-19,HAPTown ,5,1200,5,6000,676,14684,13521,2058.13,4.603650231544538,411.62600000000003
170,14368,2024-11-21,2024-11-22,Kandeel Developments new launch - New Cairo,1,1500,3,4500,28,2112,2045,905.28,1.3257575757575757,905.28
171,14370,2024-11-21,2024-11-22,Kandeel Developments new launch - New Cairo,1,1500,3,4500,9,701,679,979.7600000000001,1.2838801711840229,979.7600000000001
172,14405,2024-11-22,2024-11-24,Kandeel Developments new launch - New Cairo,2,1500,5,7500,58,2741,2558,1501.66,2.116016052535571,750.83
173,14406,2024-11-23,2024-11-23,Kandeel Developments new launch - New Cairo,1,1500,3,4500,21,1663,1573,515.3,1.2627781118460615,515.3
174,14474,2024-11-25,2024-11-27,HDP - Westview - October,3,1200,5,6000,81,2812,2512,1371.9099999999999,2.8805120910384066,457.3033333333333
175,12787,2024-10-17,2024-10-18,HAPTown ,1,1200,3,3600,101,2592,2447,672.56,3.896604938271605,672.56
176,7744,2024-07-07,2024-07-25,Terrace,100,1250,229,286250,3810,54193,45257,6123.38,7.0304282840957315,61.2338
177,7885,2024-07-11,2024-07-11,Plage,1,1200,3,3600,8,492,456,244.23000000000002,1.6260162601626018,244.23000000000002
178,8021,2024-07-16,2024-07-16,Club Hills Residence - ZAYED by HDP,1,1200,3,3600,11,580,506,325.26,1.896551724137931,325.26
179,8461,2024-07-22,2024-07-22,Club Hills Residence - ZAYED by HDP,1,1200,3,3600,8,442,376,295.25,1.809954751131222,295.25
180,8464,2024-07-22,2024-07-22,Cali Coast Ras el Hekma,1,1200,3,3600,16,575,524,458.19,2.782608695652174,458.19
181,9428,2024-08-18,2024-08-18,Saada North coast - سعادة,1,1200,3,3600,55,1292,1226,377.96,4.256965944272446,377.96
182,9561,2024-08-21,2024-09-05,Modon - royal maxim new capital,9,1200,19,22800,1197,36811,31875,5427.33,3.251745402189563,603.0366666666666
183,9696,2024-08-25,2024-08-26,Jamila North Coast,1,1200,3,3600,60,1589,1455,595.87,3.775959723096287,595.87
184,10070,2024-09-01,2024-09-03,M Squared 31 WEST,2,1200,5,6000,290,8737,7480,860.4700000000001,3.3192171225821223,430.23500000000007
185,10235,2024-09-04,2024-09-04,Tatweer - riverside,1,1200,3,3600,5,408,377,738.7399999999999,1.2254901960784315,738.7399999999999
186,10236,2024-09-04,2024-09-05,modon west - villagio,1,1200,5,6000,169,8055,7129,1245.5700000000002,2.0980757293606453,1245.5700000000002
187,10433,2024-09-06,2024-09-07,Modon - royal maxim new capital,2,1200,3,3600,273,4895,4181,1230.27,5.577119509703779,615.135
188,10434,2024-09-06,2024-10-18,leaves - attal - october,104,1200,47,56400,12547,348299,321045,20929.52,3.602364634983161,201.2453846153846
189,11067,2024-09-18,2024-09-20,mehwar plaza - namaa elkhalij,2,1200,5,6000,57,2723,2366,1036.0,2.093279471171502,518.0
190,11231,2024-09-21,2024-09-21,Maspero Business Tower,1,1200,3,3600,102,3353,2604,600.78,3.0420518938264243,600.78
191,11232,2024-09-21,2024-09-21,Lagoon Beach Park Mountain View I City New Cairo,1,1200,3,3600,169,5974,5349,487.34000000000003,2.828925343153666,487.34000000000003
192,11234,2024-09-22,2024-09-22,leaves - attal - october,1,1200,3,3600,280,7570,7188,334.22999999999996,3.6988110964332894,334.22999999999996
193,11281,2024-09-22,2024-10-03,ElLatini district - Alamein - City Edge,23,1200,12,14400,1353,63000,54794,5355.32,2.1476190476190475,232.83999999999997
194,12097,2024-10-11,2024-10-11,Iwan - new zayed,1,1200,3,3600,52,1591,1357,517.0899999999999,3.268384663733501,517.0899999999999
195,12098,2024-10-11,2024-11-16,ElLatini district - Alamein - City Edge,85,1200,35,42000,9783,130266,120017,9238.77,7.5100179632444375,108.69141176470589
196,12133,2024-10-11,2024-10-12,Garden Lakes,1,1200,3,3600,45,1458,1346,661.43,3.0864197530864197,661.43
197,14965,2024-12-09,2024-12-09,Rayhana - Ray West - October,1,1200,3,3600,15,696,617,425.42999999999995,2.1551724137931036,425.42999999999995
198,14976,2024-12-09,2024-12-10,Rafts of Ark - The Ark,1,1200,3,3600,623,10455,9785,558.19,5.958871353419417,558.19
199,14999,2024-12-09,2024-12-10,Rayhana - Ray West - October,1,1200,3,3600,9,390,343,348.94,2.307692307692308,348.94
200,15040,2024-12-11,2024-12-12,ElLatini district - Alamein - City Edge,2,1200,3,3600,1185,12247,11770,725.97,9.675838980974932,362.985
